sample_unit_id,grts,BroadHabitat_Class,BroadHabitat_Form
115358,67195,Forest & Woodland,Cool Temperate Forest & Woodland
93639,67203,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
61139,67230,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
77818,67256,Forest & Woodland,Cool Temperate Forest & Woodland
117684,67260,Forest & Woodland,Cool Temperate Forest & Woodland
57435,67263,Open Water,Open Water
100499,67265,Developed & Other Human Use,Developed & Urban
91313,67272,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
121385,67284,Forest & Woodland,Cool Temperate Forest & Woodland
64876,67287,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
105621,67292,Forest & Woodland,Cool Temperate Forest & Woodland
96395,67306,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
106507,67309,Forest & Woodland,Cool Temperate Forest & Woodland
130165,67317,Forest & Woodland,Cool Temperate Forest & Woodland
66692,67328,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
127823,67334,Forest & Woodland,Cool Temperate Forest & Woodland
73626,67354,Forest & Woodland,Warm Temperate Forest & Woodland
63009,67361,Forest & Woodland,Cool Temperate Forest & Woodland
92684,67371,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
97809,67375,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
110720,67391,Forest & Woodland,Cool Temperate Forest & Woodland
100567,67404,Forest & Woodland,Cool Temperate Forest & Woodland
106537,67407,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
121374,67415,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
89362,67452,0,0
69017,67460,Developed & Other Human Use,Developed & Urban
50979,67475,Forest & Woodland,Cool Temperate Forest & Woodland
123646,67505,Shrub & Herb Vegetation,Salt Marsh
51894,67523,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
99118,67525,Forest & Woodland,Cool Temperate Forest & Woodland
73641,67550,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
106559,67554,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
65784,67557,Forest & Woodland,Cool Temperate Forest & Woodland
97299,67575,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
106121,67603,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
107041,67643,Forest & Woodland,Cool Temperate Forest & Woodland
89386,67655,Forest & Woodland,Cool Temperate Forest & Woodland
130133,67668,Forest & Woodland,Cool Temperate Forest & Woodland
81510,67680,Developed & Other Human Use,Developed & Urban
97731,67690,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95852,67714,Forest & Woodland,Cool Temperate Forest & Woodland
104252,67717,Forest & Woodland,Cool Temperate Forest & Woodland
95450,67738,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
118575,67766,Forest & Woodland,Cool Temperate Forest & Woodland
55625,67776,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
93086,67788,Forest & Woodland,Warm Temperate Forest & Woodland
119061,67807,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
59327,67811,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
104236,67816,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
100554,67828,Forest & Woodland,Cool Temperate Forest & Woodland
110691,67832,Recently Disturbed or Modified,Recently Disturbed or Modified
127377,67840,Forest & Woodland,Cool Temperate Forest & Woodland
125506,67856,Recently Disturbed or Modified,Recently Disturbed or Modified
87049,67877,Forest & Woodland,Cool Temperate Forest & Woodland
59750,67883,Forest & Woodland,Cool Temperate Forest & Woodland
131058,67889,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
104274,67906,Forest & Woodland,Cool Temperate Forest & Woodland
52847,67909,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
73190,67911,Forest & Woodland,Cool Temperate Forest & Woodland
120462,67914,Forest & Woodland,Cool Temperate Forest & Woodland
93167,67926,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
114380,67930,Recently Disturbed or Modified,Recently Disturbed or Modified
116749,67938,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
97324,67959,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
105588,67962,Forest & Woodland,Cool Temperate Forest & Woodland
87516,67974,Forest & Woodland,Cool Temperate Forest & Woodland
71325,67980,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
130136,67986,Open Water,Open Water
46825,67997,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
99132,67999,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
56039,68006,0,0
75018,68008,Developed & Other Human Use,Developed & Urban
92683,68023,Forest & Woodland,Cool Temperate Forest & Woodland
128325,68036,Forest & Woodland,Cool Temperate Forest & Woodland
107919,68060,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
77344,68072,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
99156,68096,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
94460,68105,Forest & Woodland,Cool Temperate Forest & Woodland
114453,68125,Forest & Woodland,Cool Temperate Forest & Woodland
50056,68128,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
116702,68158,Forest & Woodland,Cool Temperate Forest & Woodland
88463,68180,Forest & Woodland,Cool Temperate Forest & Woodland
124153,68199,Open Water,Open Water
52373,68202,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
113484,68207,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
96407,68219,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
115321,68223,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
118576,68232,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
102798,68248,Forest & Woodland,Warm Temperate Forest & Woodland
80571,68269,Developed & Other Human Use,Developed & Urban
62071,68275,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
131532,68281,Open Water,Open Water
98731,68289,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
57941,68301,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
90394,68318,Forest & Woodland,Cool Temperate Forest & Woodland
109288,68322,Recently Disturbed or Modified,Recently Disturbed or Modified
117671,68330,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
97777,68351,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
109307,68355,Developed & Other Human Use,Developed & Urban
100941,68367,Open Water,Open Water
69949,68373,Forest & Woodland,Cool Temperate Forest & Woodland
130144,68379,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
50987,68390,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
94974,68392,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
86134,68401,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
121810,68420,Forest & Woodland,Cool Temperate Forest & Woodland
106585,68428,Forest & Woodland,Cool Temperate Forest & Woodland
105146,68452,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
79205,68464,"Polar & High Montane Scrub, Grassland & Barrens",Temperate & Boreal Alpine Tundra
47734,68470,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
88003,68473,Nonvascular & Sparse Vascular Rock Vegetation,Barren
89836,68497,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
111667,68517,Forest & Woodland,Cool Temperate Forest & Woodland
99140,68522,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
128334,68525,Forest & Woodland,Cool Temperate Forest & Woodland
83365,68562,Developed & Other Human Use,Developed & Urban
51898,68569,Developed & Other Human Use,Developed & Urban
96797,68571,Developed & Other Human Use,Developed & Urban
117198,68590,Developed & Other Human Use,Developed & Urban
79196,68596,Forest & Woodland,Warm Temperate Forest & Woodland
107485,68599,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
104660,68615,Forest & Woodland,Cool Temperate Forest & Woodland
101476,68620,Forest & Woodland,Cool Temperate Forest & Woodland
123183,68640,Open Water,Open Water
106112,68648,Forest & Woodland,Cool Temperate Forest & Woodland
62984,68667,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
101943,68689,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
50531,68692,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
112072,68714,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
123695,68722,Forest & Woodland,Cool Temperate Forest & Woodland
100101,68743,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
113941,68747,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
99091,68759,Forest & Woodland,Warm Temperate Forest & Woodland
71811,68765,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103263,68771,Forest & Woodland,Warm Temperate Forest & Woodland
99150,68784,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
80114,68793,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
70387,68808,Forest & Woodland,Warm Temperate Forest & Woodland
120883,68812,Developed & Other Human Use,Developed & Urban
112528,68844,Forest & Woodland,Cool Temperate Forest & Woodland
94026,68866,Forest & Woodland,Cool Temperate Forest & Woodland
110733,68893,Forest & Woodland,Cool Temperate Forest & Woodland
110286,68910,Forest & Woodland,Cool Temperate Forest & Woodland
50529,68913,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
97751,68915,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
84757,68955,Forest & Woodland,Cool Temperate Forest & Woodland
57455,68962,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
98639,68964,Recently Disturbed or Modified,Recently Disturbed or Modified
122766,68983,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
60242,68987,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
78737,68989,Forest & Woodland,Cool Temperate Forest & Woodland
108878,68992,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
107906,69008,Forest & Woodland,Cool Temperate Forest & Woodland
125997,69016,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
125981,69033,Forest & Woodland,Cool Temperate Forest & Woodland
113052,69041,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
78254,69053,Open Water,Open Water
60696,69059,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
127393,69082,Forest & Woodland,Cool Temperate Forest & Woodland
52839,69085,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
85210,69087,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
110708,69090,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96405,69102,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
101896,69106,Forest & Woodland,Cool Temperate Forest & Woodland
120899,69115,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
106968,69131,Forest & Woodland,Cool Temperate Forest & Woodland
101880,69139,Forest & Woodland,Warm Temperate Forest & Woodland
91222,69152,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
62988,69158,Forest & Woodland,Warm Temperate Forest & Woodland
121336,69164,Forest & Woodland,Cool Temperate Forest & Woodland
119030,69204,Forest & Woodland,Cool Temperate Forest & Woodland
102880,69212,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
94019,69224,Forest & Woodland,Cool Temperate Forest & Woodland
111615,69237,Forest & Woodland,Cool Temperate Forest & Woodland
50033,69256,Open Water,Open Water
100017,69283,Forest & Woodland,Warm Temperate Forest & Woodland
115355,69286,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
93174,69295,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
99147,69308,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
122271,69335,Developed & Other Human Use,Developed & Urban
79206,69348,Forest & Woodland,Cool Temperate Forest & Woodland
57896,69355,Open Water,Open Water
99107,69357,Recently Disturbed or Modified,Recently Disturbed or Modified
122307,69376,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
62556,69380,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
108857,69385,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95467,69397,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
105582,69401,Forest & Woodland,Warm Temperate Forest & Woodland
129698,69409,Forest & Woodland,Cool Temperate Forest & Woodland
129214,69425,Forest & Woodland,Cool Temperate Forest & Woodland
112140,69433,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
74091,69445,Developed & Other Human Use,Developed & Urban
62548,69451,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
101964,69474,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
85682,69479,Forest & Woodland,Cool Temperate Forest & Woodland
110254,69482,Forest & Woodland,Cool Temperate Forest & Woodland
99646,69494,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
106998,69498,Forest & Woodland,Cool Temperate Forest & Woodland
120451,69507,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
102355,69531,Forest & Woodland,Cool Temperate Forest & Woodland
88441,69543,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
67163,69549,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
50055,69565,Forest & Woodland,Cool Temperate Forest & Woodland
79189,69576,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
124575,69596,Developed & Other Human Use,Developed & Urban
130170,69604,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95476,69625,Recently Disturbed or Modified,Recently Disturbed or Modified
104212,69629,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
74565,69641,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
65786,69647,Forest & Woodland,Cool Temperate Forest & Woodland
108355,69653,Open Water,Open Water
95912,69665,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
83348,69674,Open Rock Vegetation,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation"
107044,69693,Forest & Woodland,Cool Temperate Forest & Woodland
94530,69698,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
106115,69734,Forest & Woodland,Cool Temperate Forest & Woodland
94080,69756,Developed & Other Human Use,Developed & Urban
129666,69759,Forest & Woodland,Cool Temperate Forest & Woodland
96801,69779,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
97707,69804,Forest & Woodland,Cool Temperate Forest & Woodland
103328,69808,Forest & Woodland,Cool Temperate Forest & Woodland
68569,69811,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
97770,69829,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
119499,69857,Forest & Woodland,Cool Temperate Forest & Woodland
52339,69875,0,0
94473,69877,Forest & Woodland,Warm Temperate Forest & Woodland
59784,69899,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
103774,69905,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
99629,69917,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
128766,69930,Forest & Woodland,Cool Temperate Forest & Woodland
68572,69933,Forest & Woodland,Cool Temperate Forest & Woodland
113037,69938,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
92713,69946,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
126948,69963,Forest & Woodland,Cool Temperate Forest & Woodland
62059,69973,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
51457,69997,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
75043,69999,Developed & Other Human Use,Developed & Urban
119998,70003,Forest & Woodland,Cool Temperate Forest & Woodland
95401,70008,Forest & Woodland,Cool Temperate Forest & Woodland
94555,70015,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
118604,70027,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
65331,70030,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
106539,70035,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
108366,70052,Recently Disturbed or Modified,Recently Disturbed or Modified
125527,70060,Forest & Woodland,Cool Temperate Forest & Woodland
71787,70071,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
130139,70077,Open Water,Open Water
75948,70097,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
60228,70104,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
92681,70114,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
127400,70126,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
55156,70129,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
113034,70134,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
98729,70147,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
108381,70150,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
117662,70158,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
91679,70195,Forest & Woodland,Cool Temperate Forest & Woodland
70866,70203,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
117628,70249,Forest & Woodland,Cool Temperate Forest & Woodland
88927,70269,Forest & Woodland,Cool Temperate Forest & Woodland
55151,70292,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103764,70298,Forest & Woodland,Cool Temperate Forest & Woodland
98203,70303,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100096,70310,Forest & Woodland,Cool Temperate Forest & Woodland
119045,70323,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
112579,70331,Forest & Woodland,Cool Temperate Forest & Woodland
58831,70366,Forest & Woodland,Cool Temperate Forest & Woodland
132921,70372,Open Water,Open Water
58402,70390,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
56513,70399,Developed & Other Human Use,Developed & Urban
91693,70401,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
90392,70408,Developed & Other Human Use,Developed & Urban
116284,70420,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
108398,70428,Forest & Woodland,Cool Temperate Forest & Woodland
94998,70442,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
111167,70445,Forest & Woodland,Cool Temperate Forest & Woodland
129232,70453,Forest & Woodland,Cool Temperate Forest & Woodland
70873,70464,Forest & Woodland,Cool Temperate Forest & Woodland
128758,70470,Forest & Woodland,Cool Temperate Forest & Woodland
85203,70490,Forest & Woodland,Warm Temperate Forest & Woodland
63465,70497,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
96881,70510,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
51462,70521,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
122313,70527,Developed & Other Human Use,Developed & Urban
94559,70540,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103754,70543,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
118139,70551,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
48660,70562,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
109282,70568,Open Water,Open Water
90761,70588,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
69470,70596,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
98215,70613,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
127870,70617,Forest & Woodland,Cool Temperate Forest & Woodland
57427,70620,0,0
126425,70641,Recently Disturbed or Modified,Recently Disturbed or Modified
53754,70660,Forest & Woodland,Cool Temperate Forest & Woodland
98659,70662,Forest & Woodland,Cool Temperate Forest & Woodland
77802,70687,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
108410,70691,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
46345,70694,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
99158,70712,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
107964,70740,Forest & Woodland,Cool Temperate Forest & Woodland
50996,70782,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
54663,70791,Open Water,Open Water
94480,70793,Forest & Woodland,Cool Temperate Forest & Woodland
123694,70813,Forest & Woodland,Cool Temperate Forest & Woodland
57002,70816,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
105151,70821,Forest & Woodland,Cool Temperate Forest & Woodland
99173,70835,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
115791,70838,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
122748,70846,Forest & Woodland,Cool Temperate Forest & Woodland
72735,70857,"Polar & High Montane Scrub, Grassland & Barrens",Temperate & Boreal Alpine Tundra
101876,70863,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
81962,70883,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
60218,70890,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
70389,70899,Forest & Woodland,Temperate Flooded & Swamp Forest
102887,70911,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
92233,70933,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
112063,70936,Forest & Woodland,Cool Temperate Forest & Woodland
122772,70944,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
93101,70957,Forest & Woodland,Cool Temperate Forest & Woodland
109347,70985,Forest & Woodland,Cool Temperate Forest & Woodland
67158,70988,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
47750,71003,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
97755,71005,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
127876,71009,Forest & Woodland,Cool Temperate Forest & Woodland
55132,71052,Developed & Other Human Use,Developed & Urban
98640,71054,Forest & Woodland,Warm Temperate Forest & Woodland
60244,71077,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
76421,71079,Open Water,Open Water
107953,71083,Forest & Woodland,Cool Temperate Forest & Woodland
48196,71086,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
126462,71107,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
113980,71132,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
127872,71140,Forest & Woodland,Cool Temperate Forest & Woodland
61158,71150,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
53765,71175,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
85678,71177,Forest & Woodland,Temperate Flooded & Swamp Forest
110705,71181,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
54206,71184,Developed & Other Human Use,Developed & Urban
100511,71186,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95015,71193,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
119980,71206,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
108871,71214,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
103729,71230,Forest & Woodland,Cool Temperate Forest & Woodland
63452,71248,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
89380,71274,Forest & Woodland,Warm Temperate Forest & Woodland
103801,71303,Forest & Woodland,Cool Temperate Forest & Woodland
49143,71306,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
115315,71328,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
96349,71348,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100946,71372,Forest & Woodland,Cool Temperate Forest & Woodland
113969,71376,Forest & Woodland,Cool Temperate Forest & Woodland
69955,71379,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96821,71397,Shrub & Herb Vegetation,Salt Marsh
123706,71401,Forest & Woodland,Cool Temperate Forest & Woodland
69003,71422,Forest & Woodland,Warm Temperate Forest & Woodland
120877,71425,Forest & Woodland,Cool Temperate Forest & Woodland
56045,71444,Open Water,Open Water
99110,71446,Developed & Other Human Use,Developed & Urban
63484,71468,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
107470,71474,Forest & Woodland,Cool Temperate Forest & Woodland
45877,71477,0,0
92634,71479,Forest & Woodland,Cool Temperate Forest & Woodland
129233,71498,Open Rock Vegetation,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation"
113511,71506,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
111213,71523,Forest & Woodland,Cool Temperate Forest & Woodland
63477,71541,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
83370,71568,Forest & Woodland,Cool Temperate Forest & Woodland
109788,71572,Forest & Woodland,Cool Temperate Forest & Woodland
57909,71575,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
100026,71577,Recently Disturbed or Modified,Recently Disturbed or Modified
98258,71584,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
122761,71596,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
103319,71604,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
102813,71620,Forest & Woodland,Cool Temperate Forest & Woodland
124605,71628,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
66235,71639,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
116233,71645,Open Water,Open Water
78723,71665,Open Water,Open Water
60699,71672,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
129242,71694,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
51907,71697,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
112559,71702,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
97789,71716,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
104214,71719,Forest & Woodland,Cool Temperate Forest & Woodland
123219,71727,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
66706,71737,Forest & Woodland,Warm Temperate Forest & Woodland
83344,71763,Forest & Woodland,Warm Temperate Forest & Woodland
63461,71771,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
93602,71788,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
87987,71797,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
101944,71825,Forest & Woodland,Cool Temperate Forest & Woodland
94082,71845,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
130591,71850,Forest & Woodland,Cool Temperate Forest & Woodland
126926,71858,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
97338,71879,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
113937,71883,Forest & Woodland,Cool Temperate Forest & Woodland
97246,71895,Forest & Woodland,Cool Temperate Forest & Woodland
66717,71901,Forest & Woodland,Cool Temperate Forest & Woodland
96844,71919,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
81032,71928,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
117646,71947,Forest & Woodland,Cool Temperate Forest & Woodland
101050,71948,Forest & Woodland,Cool Temperate Forest & Woodland
91235,71967,Forest & Woodland,Cool Temperate Forest & Woodland
114855,71980,Forest & Woodland,Cool Temperate Forest & Woodland
68111,72024,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
112582,72029,Forest & Woodland,Cool Temperate Forest & Woodland
92248,72038,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96354,72051,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
125556,72054,Forest & Woodland,Cool Temperate Forest & Woodland
119958,72078,Forest & Woodland,Cool Temperate Forest & Woodland
53777,72088,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
76434,72091,Forest & Woodland,Cool Temperate Forest & Woodland
